AS/1,AS/1/ID,AS/1/LABEL,AS/2,AS/2/ID,AS/2/LABEL,AS/3,AS/3/ID,AS/3/LABEL,AS/4,AS/4/ID,AS/4/LABEL,AS/5,AS/5/ID,AS/5/LABEL,AS/6,AS/6/ID,AS/6/LABEL,AS/7,AS/7/ID,AS/7/LABEL,AS/8,AS/8/ID,AS/8/LABEL,AS/9,AS/9/ID,AS/9/LABEL,AS/10,AS/10/ID,AS/10/LABEL,AS/11,AS/11/ID,AS/11/LABEL,AS/12,AS/12/ID,AS/12/LABEL,CT/1 - Sources,BGene/1,NV notes
cell,CL:0000000,cell,precursor cell,CL:0011115,precursor cell,stem cell,CL:0000034,stem cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,celltypist,sc_transcriptomics,
cell,CL:0000000,cell,muscle cell,CL:0000187,muscle cell,non-striated muscle cell,CL:0008000,non-striated muscle cell,smooth muscle cell,CL:0000192,smooth muscle cell,,,,,,,,,,,,,,,,,,,,,,,,,celltypist,sc_transcriptomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,mature T cell,CL:0002419,mature T cell,mature alpha-beta T cell,CL:0000791,mature alpha-beta T cell,,,,,,,,,,,,,celltypist,sc_transcriptomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,hematopoietic precursor cell,CL:0008001,hematopoietic precursor cell,hematopoietic lineage restricted progenitor cell,CL:0002031,hematopoietic lineage restricted progenitor cell,myeloid lineage restricted progenitor cell,CL:0000839,myeloid lineage restricted progenitor cell,granulocytopoietic cell,CL:0002191,granulocytopoietic cell,neutrophil progenitor cell,CL:0000834,neutrophil progenitor cell,,,,,,,,,,,,,,,,celltypist,sc_transcriptomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,mature T cell,CL:0002419,mature T cell,mature alpha-beta T cell,CL:0000791,mature alpha-beta T cell,"CD4-positive, alpha-beta T cell",CL:0000624,"CD4-positive, alpha-beta T cell","CD4-positive, alpha-beta memory T cell",CL:0000897,"CD4-positive, alpha-beta memory T cell","CD4-positive, alpha-beta memory T cell, CD45RO-positive",CL:0001204,"CD4-positive, alpha-beta memory T cell, CD45RO-positive","effector memory CD4-positive, alpha-beta T cell",CL:0000905,"effector memory CD4-positive, alpha-beta T cell",celltypist,sc_transcriptomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,lymphocyte of B lineage,CL:0000945,lymphocyte of B lineage,B cell,CL:0000236,B cell,"B cell, CD19-positive",CL:0001201,"B cell, CD19-positive",mature B cell,CL:0000785,mature B cell,plasmablast,CL:0000980,plasmablast,,,,,,,celltypist,sc_transcriptomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,mononuclear phagocyte,CL:0000113,mononuclear phagocyte,dendritic cell,CL:0000451,dendritic cell,plasmacytoid dendritic cell,CL:0000784,plasmacytoid dendritic cell,"plasmacytoid dendritic cell, human",CL:0001058,"plasmacytoid dendritic cell, human",,,,,,,,,,,,,celltypist,sc_transcriptomics,
cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,kidney epithelial cell,CL:0002518,kidney epithelial cell,epithelial cell of nephron,CL:1000449,epithelial cell of nephron,nephron tubule epithelial cell,CL:1000494,nephron tubule epithelial cell,epithelial cell of proximal tubule,CL:0002306,epithelial cell of proximal tubule,,,,,,,,,,,,,,,,,,,celltypist,sc_transcriptomics,
cell,CL:0000000,cell,endothelial cell,CL:0000115,endothelial cell,cardiac endothelial cell,CL:0010008,cardiac endothelial cell,endocardial cell,CL:0002350,endocardial cell,,,,,,,,,,,,,,,,,,,,,,,,,celltypist,sc_transcriptomics,
cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,kidney epithelial cell,CL:0002518,kidney epithelial cell,renal principal cell,CL:0005009,renal principal cell,,,,,,,,,,,,,,,,,,,,,,,,,celltypist,sc_transcriptomics,
cell,CL:0000000,cell,endothelial cell,CL:0000115,endothelial cell,endothelial cell of vascular tree,CL:0002139,endothelial cell of vascular tree,blood vessel endothelial cell,CL:0000071,blood vessel endothelial cell,microvascular endothelial cell,CL:2000008,microvascular endothelial cell,vasa recta cell,CL:1001036,vasa recta cell,vasa recta ascending limb cell,CL:1001131,vasa recta ascending limb cell,,,,,,,,,,,,,,,,celltypist,sc_transcriptomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,myeloid leukocyte,CL:0000766,myeloid leukocyte,macrophage,CL:0000235,macrophage,lung macrophage,CL:1001603,lung macrophage,,,,,,,,,,,,,,,,,,,celltypist,sc_transcriptomics,
cell,CL:0000000,cell,connective tissue cell,CL:0002320,connective tissue cell,stromal cell,CL:0000499,stromal cell,fibroblast,CL:0000057,fibroblast,mesothelial fibroblast,CL:4023054,mesothelial fibroblast,mesothelial fibroblast of the leptomeninx,CL:4023058,mesothelial fibroblast of the leptomeninx,vascular leptomeningeal cell,CL:4023051,vascular leptomeningeal cell,,,,,,,,,,,,,,,,celltypist,sc_transcriptomics,
cell,CL:0000000,cell,connective tissue cell,CL:0002320,connective tissue cell,pericyte,CL:0000669,pericyte,angiogenic pericyte,CL:4047012,angiogenic pericyte,,,,,,,,,,,,,,,,,,,,,,,,,celltypist,sc_transcriptomics,
cell,CL:0000000,cell,other-organ-specific,,other-organ-specific,cardiocyte,CL:0002494,cardiocyte,His-Purkinje system cell,CL:0010007,His-Purkinje system cell,atrioventricular bundle cell,CL:0010005,atrioventricular bundle cell,,,,,,,,,,,,,,,,,,,,,,celltypist,sc_transcriptomics,
cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,secretory epithelial cell,CL:1100001,secretory epithelial cell,goblet cell,CL:0000160,goblet cell,,,,,,,,,,,,,,,,,,,,,,,,,celltypist,sc_transcriptomics,
cell,CL:0000000,cell,connective tissue cell,CL:0002320,connective tissue cell,stromal cell,CL:0000499,stromal cell,fibroblast,CL:0000057,fibroblast,hepatic stellate cell,CL:0000632,hepatic stellate cell,,,,,,,,,,,,,,,,,,,,,,celltypist,sc_transcriptomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,lymphocyte of B lineage,CL:0000945,lymphocyte of B lineage,B cell,CL:0000236,B cell,"B cell, CD19-positive",CL:0001201,"B cell, CD19-positive",immature B cell,CL:0000816,immature B cell,,,,,,,,,,celltypist,sc_transcriptomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,myeloid leukocyte,CL:0000766,myeloid leukocyte,macrophage,CL:0000235,macrophage,elicited macrophage,CL:0000861,elicited macrophage,M1 macrophage,CL:0000863,M1 macrophage,,,,,,,,,,,,,,,,celltypist,sc_transcriptomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,lymphocyte of B lineage,CL:0000945,lymphocyte of B lineage,antibody secreting cell,CL:0000946,antibody secreting cell,plasma cell,CL:0000786,plasma cell,long lived plasma cell,CL:0000974,long lived plasma cell,IgG plasma cell,CL:0000985,IgG plasma cell,,,,,,,celltypist,sc_transcriptomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,mononuclear phagocyte,CL:0000113,mononuclear phagocyte,dendritic cell,CL:0000451,dendritic cell,conventional dendritic cell,CL:0000990,conventional dendritic cell,myeloid dendritic cell,CL:0000782,myeloid dendritic cell,CD141-positive myeloid dendritic cell,CL:0002394,CD141-positive myeloid dendritic cell,,,,,,,,,,celltypist,sc_transcriptomics,
cell,CL:0000000,cell,precursor cell,CL:0011115,precursor cell,stem cell,CL:0000034,stem cell,somatic stem cell,CL:0000723,somatic stem cell,epithelial fate stem cell,CL:0000036,epithelial fate stem cell,basal cell,CL:0000646,basal cell,respiratory basal cell,CL:0002633,respiratory basal cell,,,,,,,,,,,,,,,,celltypist,sc_transcriptomics,
cell,CL:0000000,cell,endothelial cell,CL:0000115,endothelial cell,endothelial cell of vascular tree,CL:0002139,endothelial cell of vascular tree,blood vessel endothelial cell,CL:0000071,blood vessel endothelial cell,vein endothelial cell,CL:0002543,vein endothelial cell,endothelial cell of hepatic portal vein,CL:0009094,endothelial cell of hepatic portal vein,,,,,,,,,,,,,,,,,,,celltypist,sc_transcriptomics,
cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,hepatocyte,CL:0000182,hepatocyte,periportal region hepatocyte,CL:0019026,periportal region hepatocyte,,,,,,,,,,,,,,,,,,,,,,,,,celltypist,sc_transcriptomics,
cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,tuft cell,CL:0002204,tuft cell,intestinal tuft cell,CL:0019032,intestinal tuft cell,,,,,,,,,,,,,,,,,,,,,,,,,celltypist,sc_transcriptomics,
cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,kidney epithelial cell,CL:0002518,kidney epithelial cell,epithelial cell of nephron,CL:1000449,epithelial cell of nephron,nephron tubule epithelial cell,CL:1000494,nephron tubule epithelial cell,epithelial cell of distal tubule,CL:0002305,epithelial cell of distal tubule,kidney loop of Henle ascending limb epithelial cell,CL:1001016,kidney loop of Henle ascending limb epithelial cell,kidney loop of Henle thick ascending limb epithelial cell,CL:1001106,kidney loop of Henle thick ascending limb epithelial cell,,,,,,,,,,,,,celltypist,sc_transcriptomics,
cell,CL:0000000,cell,endothelial cell,CL:0000115,endothelial cell,endothelial cell of vascular tree,CL:0002139,endothelial cell of vascular tree,blood vessel endothelial cell,CL:0000071,blood vessel endothelial cell,microvascular endothelial cell,CL:2000008,microvascular endothelial cell,vasa recta cell,CL:1001036,vasa recta cell,vasa recta descending limb cell,CL:1001285,vasa recta descending limb cell,,,,,,,,,,,,,,,,celltypist,sc_transcriptomics,
cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,columnar/cuboidal epithelial cell,CL:0000075,columnar/cuboidal epithelial cell,brush border epithelial cell,CL:0000239,brush border epithelial cell,enterocyte,CL:0000584,enterocyte,BEST4+ enterocyte,CL:4030026,BEST4+ enterocyte,,,,,,,,,,,,,,,,,,,celltypist,sc_transcriptomics,
cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,endo-epithelial cell,CL:0002076,endo-epithelial cell,respiratory tract epithelial cell,CL:0002368,respiratory tract epithelial cell,epithelial cell of lower respiratory tract,CL:0002632,epithelial cell of lower respiratory tract,epithelial cell of tracheobronchial tree,CL:0002202,epithelial cell of tracheobronchial tree,bronchial epithelial cell,CL:0002328,bronchial epithelial cell,mucus secreting cell of bronchus submucosal gland,CL:4033022,mucus secreting cell of bronchus submucosal gland,,,,,,,,,,,,,celltypist,sc_transcriptomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,myeloid leukocyte,CL:0000766,myeloid leukocyte,macrophage,CL:0000235,macrophage,lung macrophage,CL:1001603,lung macrophage,lung interstitial macrophage,CL:4033043,lung interstitial macrophage,,,,,,,,,,,,,,,,celltypist,sc_transcriptomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,innate lymphoid cell,CL:0001065,innate lymphoid cell,group 1 innate lymphoid cell,CL:0001067,group 1 innate lymphoid cell,natural killer cell,CL:0000623,natural killer cell,cycling natural killer cell,CL:4033071,cycling natural killer cell,,,,,,,,,,celltypist,sc_transcriptomics,
cell,CL:0000000,cell,neural cell,CL:0002319,neural cell,neuron associated cell,CL:0000095,neuron associated cell,glial cell,CL:0000125,glial cell,enteroglial cell,CL:4040002,enteroglial cell,,,,,,,,,,,,,,,,,,,,,,celltypist,sc_transcriptomics,
cell,CL:0000000,cell,endothelial cell,CL:0000115,endothelial cell,endothelial cell of vascular tree,CL:0002139,endothelial cell of vascular tree,blood vessel endothelial cell,CL:0000071,blood vessel endothelial cell,microvascular endothelial cell,CL:2000008,microvascular endothelial cell,capillary endothelial cell,CL:0002144,capillary endothelial cell,pre-venule capillary cell,CL:4047030,pre-venule capillary cell,,,,,,,,,,,,,,,,celltypist,sc_transcriptomics,
cell,CL:0000000,cell,other-organ-specific,,other-organ-specific,tracheobronchial serous cell,CL:0019001,tracheobronchial serous cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,celltypist,sc_transcriptomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,myeloid cell,CL:0000763,myeloid cell,erythroid lineage cell,CL:0000764,erythroid lineage cell,erythrocyte,CL:0000232,erythrocyte,,,,,,,,,,,,,,,,,,,,,,celltypist,sc_transcriptomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,myeloid leukocyte,CL:0000766,myeloid leukocyte,macrophage,CL:0000235,macrophage,,,,,,,,,,,,,,,,,,,,,,celltypist,sc_transcriptomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,alpha-beta T cell,CL:0000789,alpha-beta T cell,mature alpha-beta T cell,CL:0000791,mature alpha-beta T cell,"CD8-positive, alpha-beta T cell",CL:0000625,"CD8-positive, alpha-beta T cell",,,,,,,,,,celltypist,sc_transcriptomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,myeloid leukocyte,CL:0000766,myeloid leukocyte,granulocyte,CL:0000094,granulocyte,basophil,CL:0000767,basophil,,,,,,,,,,,,,,,,,,,celltypist,sc_transcriptomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,myeloid leukocyte,CL:0000766,myeloid leukocyte,macrophage,CL:0000235,macrophage,tissue-resident macrophage,CL:0000864,tissue-resident macrophage,secondary lymphoid organ macrophage,CL:0000867,secondary lymphoid organ macrophage,mucosa-associated lymphoid tissue macrophage,CL:0000884,mucosa-associated lymphoid tissue macrophage,gut-associated lymphoid tissue macrophage,CL:0000885,gut-associated lymphoid tissue macrophage,gastrointestinal tract (lamina propria) macrophage,CL:0000865,gastrointestinal tract (lamina propria) macrophage,,,,,,,celltypist,sc_transcriptomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,mature T cell,CL:0002419,mature T cell,naive T cell,CL:0000898,naive T cell,"naive thymus-derived CD4-positive, alpha-beta T cell",CL:0000895,"naive thymus-derived CD4-positive, alpha-beta T cell",,,,,,,,,,celltypist,sc_transcriptomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,mature T cell,CL:0002419,mature T cell,effector T cell,CL:0000911,effector T cell,"effector CD8-positive, alpha-beta T cell",CL:0001050,"effector CD8-positive, alpha-beta T cell",,,,,,,,,,celltypist,sc_transcriptomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,innate lymphoid cell,CL:0001065,innate lymphoid cell,group 2 innate lymphoid cell,CL:0001069,group 2 innate lymphoid cell,"group 2 innate lymphoid cell, human",CL:0001081,"group 2 innate lymphoid cell, human",,,,,,,,,,,,,celltypist,sc_transcriptomics,
cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,tuft cell,CL:0002204,tuft cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,celltypist,sc_transcriptomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,myeloid leukocyte,CL:0000766,myeloid leukocyte,monocyte,CL:0000576,monocyte,CD14-positive monocyte,CL:0001054,CD14-positive monocyte,"CD14-low, CD16-positive monocyte",CL:0002396,"CD14-low, CD16-positive monocyte",,,,,,,,,,,,,,,,celltypist,sc_transcriptomics,
cell,CL:0000000,cell,neural cell,CL:0002319,neural cell,neuron associated cell,CL:0000095,neuron associated cell,neuron associated cell (sensu Vertebrata),CL:0000123,neuron associated cell (sensu Vertebrata),oligodendrocyte precursor cell,CL:0002453,oligodendrocyte precursor cell,,,,,,,,,,,,,,,,,,,,,,celltypist,sc_transcriptomics,
cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,endo-epithelial cell,CL:0002076,endo-epithelial cell,respiratory tract epithelial cell,CL:0002368,respiratory tract epithelial cell,respiratory tract secretory epithelial cell,CL:0008055,respiratory tract secretory epithelial cell,respiratory tract goblet cell,CL:0002370,respiratory tract goblet cell,nasal mucosa goblet cell,CL:0002480,nasal mucosa goblet cell,,,,,,,,,,,,,,,,celltypist,sc_transcriptomics,
cell,CL:0000000,cell,precursor cell,CL:0011115,precursor cell,stem cell,CL:0000034,stem cell,multi fate stem cell,CL:0000048,multi fate stem cell,neural crest cell,CL:0011012,neural crest cell,migratory neural crest cell,CL:0000333,migratory neural crest cell,migratory enteric neural crest cell,CL:0002607,migratory enteric neural crest cell,,,,,,,,,,,,,,,,celltypist,sc_transcriptomics,
cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,hepatocyte,CL:0000182,hepatocyte,,,,,,,,,,,,,,,,,,,,,,,,,,,,celltypist,sc_transcriptomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,mononuclear phagocyte,CL:0000113,mononuclear phagocyte,dendritic cell,CL:0000451,dendritic cell,follicular dendritic cell,CL:0000442,follicular dendritic cell,,,,,,,,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,mononuclear phagocyte,CL:0000113,mononuclear phagocyte,dendritic cell,CL:0000451,dendritic cell,,,,,,,,,,,,,,,,,,,celltypist,sc_transcriptomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,alpha-beta T cell,CL:0000789,alpha-beta T cell,mature alpha-beta T cell,CL:0000791,mature alpha-beta T cell,"CD4-positive, alpha-beta T cell",CL:0000624,"CD4-positive, alpha-beta T cell",CD4-positive helper T cell,CL:0000492,CD4-positive helper T cell,,,,,,,celltypist,sc_transcriptomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,myeloid leukocyte,CL:0000766,myeloid leukocyte,monocyte,CL:0000576,monocyte,,,,,,,,,,,,,,,,,,,,,,celltypist,sc_transcriptomics,
cell,CL:0000000,cell,precursor cell,CL:0011115,precursor cell,stem cell,CL:0000034,stem cell,somatic stem cell,CL:0000723,somatic stem cell,epithelial fate stem cell,CL:0000036,epithelial fate stem cell,basal cell,CL:0000646,basal cell,,,,,,,,,,,,,,,,,,,celltypist,sc_transcriptomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,myeloid leukocyte,CL:0000766,myeloid leukocyte,granulocyte,CL:0000094,granulocyte,neutrophil,CL:0000775,neutrophil,,,,,,,,,,,,,,,,,,,celltypist,sc_transcriptomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,hematopoietic precursor cell,CL:0008001,hematopoietic precursor cell,hematopoietic multipotent progenitor cell,CL:0000837,hematopoietic multipotent progenitor cell,,,,,,,,,,,,,,,,,,,,,,,,,celltypist,sc_transcriptomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,hematopoietic precursor cell,CL:0008001,hematopoietic precursor cell,hematopoietic lineage restricted progenitor cell,CL:0002031,hematopoietic lineage restricted progenitor cell,myeloid lineage restricted progenitor cell,CL:0000839,myeloid lineage restricted progenitor cell,,,,,,,,,,,,,,,,,,,,,,celltypist,sc_transcriptomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,lymphocyte of B lineage,CL:0000945,lymphocyte of B lineage,B cell,CL:0000236,B cell,"B cell, CD19-positive",CL:0001201,"B cell, CD19-positive",mature B cell,CL:0000785,mature B cell,B-2 B cell,CL:0000822,B-2 B cell,follicular B cell,CL:0000843,follicular B cell,,,,celltypist,sc_transcriptomics,
